NORIOCOMP,Frequencia,Impacto,Vulnerabil,NM_MUN,SIGLA_UF,length_m
Rio dos Índios,Alta,Alto,Alta,Presidente Getúlio,SC,15605.894173526538
Rio Água Azul ou Itacaiúnas,Baixa,Baixo,Baixa,Água Azul do Norte,PA,25397.196972792102
Rio Água Fria,Média,Médio,Média,Medeiros Neto,BA,9674.266603400494
Riozinho da Liberdade,Alta,Alto,Alta,Cruzeiro do Sul,AC,13556.46739061126
Riozinho da Liberdade,Alta,Alto,Alta,Tarauacá,AC,12867.85024418545
Riozinho da Liberdade,Alta,Baixo,Média,Cruzeiro do Sul,AC,22538.001036579324
Riozinho da Liberdade,Alta,Baixo,Média,Cruzeiro do Sul,AM,5792.773567227964
Riozinho da Liberdade,Alta,Baixo,Média,Ipixuna,AC,5792.773567227964
Riozinho da Liberdade,Alta,Baixo,Média,Ipixuna,AM,5792.773567227964
Riozinho da Liberdade,Alta,Baixo,Média,Tarauacá,AC,121875.05927332866
Riozinho do Andirá,Alta,Médio,Alta,Boca do Acre,AC,424.996437575134
Riozinho do Andirá,Alta,Médio,Alta,Boca do Acre,AM,424.996437575134
Riozinho do Andirá,Alta,Médio,Alta,Bujari,AC,62920.46271117553
Riozinho do Andirá,Alta,Médio,Alta,Porto Acre,AC,63322.358919569364
Riozinho do Andirá,Alta,Médio,Alta,Porto Acre,AM,424.996437575134
Riozinho do Andirá,Alta,Médio,Alta,Rio Branco,AC,33130.913721605066
Río Marañon,Alta,Médio,Alta,Benjamin Constant,AM,80459.23044849056
Valão Grande,Média,Médio,Média,Cambuci,RJ,23282.216169335043
Valão Grande,Média,Médio,Média,Italva,RJ,23282.216169335043
Valão Grande,Média,Médio,Média,Itaperuna,RJ,23282.216169335043
Vazante Arrozal,Alta,Médio,Alta,Corumbá,MS,78741.73896951976
Vazante Tendal,Alta,Médio,Alta,Corumbá,MS,69366.40986664676
sem nome,Alta,Alto,Alta,Abre Campo,MG,2519.5953146180864
sem nome,Alta,Alto,Alta,Afuá,AP,16276.434951982155
sem nome,Alta,Alto,Alta,Afuá,PA,16276.434951982155
sem nome,Alta,Alto,Alta,Alfredo Chaves,ES,23567.855504440515
sem nome,Alta,Alto,Alta,Amparo do Serra,MG,35659.02174623775
sem nome,Alta,Alto,Alta,Andrelândia,MG,18986.834293127053
sem nome,Alta,Alto,Alta,Aparecida de Goiânia,GO,32614.128224665958
sem nome,Alta,Alto,Alta,Apiacás,MT,24479.54890417436
sem nome,Alta,Alto,Alta,Arujá,SP,16694.569594591314
sem nome,Alta,Alto,Alta,Barra Longa,MG,12733.72595777749
sem nome,Alta,Alto,Alta,Belo Horizonte,MG,29830.395513516953
sem nome,Alta,Alto,Alta,Belo Vale,MG,24810.625384203253
sem nome,Alta,Alto,Alta,Betim,MG,32103.878343906283
sem nome,Alta,Alto,Alta,Bonfim,MG,41786.52489788789
sem nome,Alta,Alto,Alta,Borda da Mata,MG,8584.184926115111
sem nome,Alta,Alto,Alta,Brumadinho,MG,47068.06053145159
sem nome,Alta,Alto,Alta,Cachoeiro de Itapemirim,ES,19274.49241775355
sem nome,Alta,Alto,Alta,Cajati,SP,10756.475543830338
sem nome,Alta,Alto,Alta,Campo Grande,MS,11232.29672688835
sem nome,Alta,Alto,Alta,Caputira,MG,17004.511758318957
sem nome,Alta,Alto,Alta,Cariacica,ES,73300.14058179564
sem nome,Alta,Alto,Alta,Casa Grande,MG,6964.479142737869
sem nome,Alta,Alto,Alta,Castanheira,MT,45428.811961555584
sem nome,Alta,Alto,Alta,Chalé,MG,25025.332830593896
sem nome,Alta,Alto,Alta,Colatina,ES,51599.30975367935
sem nome,Alta,Alto,Alta,Colniza,MT,4199.317439175376
sem nome,Alta,Alto,Alta,Congonhas,MG,43348.69266202911
sem nome,Alta,Alto,Alta,Conselheiro Lafaiete,MG,52915.417715655814
sem nome,Alta,Alto,Alta,Contagem,MG,34243.64756846418
sem nome,Alta,Alto,Alta,Cristiano Otoni,MG,23430.471692328014
sem nome,Alta,Alto,Alta,Crucilândia,MG,41786.52489788789
sem nome,Alta,Alto,Alta,Cunha,SP,9258.89908239161
sem nome,Alta,Alto,Alta,Embu das Artes,SP,9297.868183620623
sem nome,Alta,Alto,Alta,Entre Rios de Minas,MG,25890.017980355657
sem nome,Alta,Alto,Alta,Ervália,MG,29311.910786581724
sem nome,Alta,Alto,Alta,Esmeraldas,MG,26835.91106107378
sem nome,Alta,Alto,Alta,Ferraz de Vasconcelos,SP,16739.210551512526
sem nome,Alta,Alto,Alta,Florestal,MG,50912.24499651753
sem nome,Alta,Alto,Alta,Goiânia,GO,40389.40918983717
sem nome,Alta,Alto,Alta,Governador Valadares,MG,21021.83311725872
sem nome,Alta,Alto,Alta,Guarapari,ES,11653.05905121046
sem nome,Alta,Alto,Alta,Guarulhos,SP,39971.14422992783
sem nome,Alta,Alto,Alta,Guaçuí,ES,11803.170426039895
sem nome,Alta,Alto,Alta,Ibatiba,ES,15414.973010985012
sem nome,Alta,Alto,Alta,Ibatiba,MG,15414.973010985012
sem nome,Alta,Alto,Alta,Ibirité,MG,15972.637054209708
sem nome,Alta,Alto,Alta,Imbé de Minas,MG,6511.404322700227
sem nome,Alta,Alto,Alta,Itapemirim,ES,14008.71042655753
sem nome,Alta,Alto,Alta,Jeceaba,MG,20344.883525253288
sem nome,Alta,Alto,Alta,Jerônimo Monteiro,ES,7249.315058594008
sem nome,Alta,Alto,Alta,João Neiva,ES,67448.34964046237
sem nome,Alta,Alto,Alta,Lagoa Dourada,MG,15150.158324174252
sem nome,Alta,Alto,Alta,Lajinha,ES,15414.973010985012
sem nome,Alta,Alto,Alta,Lajinha,MG,60973.64185394629
sem nome,Alta,Alto,Alta,Linhares,ES,43944.4676738593
sem nome,Alta,Alto,Alta,Luziânia,GO,12970.733288306757
sem nome,Alta,Alto,Alta,Macapá,AP,58068.293614605194
sem nome,Alta,Alto,Alta,Macapá,PA,16276.434951982155
sem nome,Alta,Alto,Alta,Marechal Floriano,ES,33015.21149735865
sem nome,Alta,Alto,Alta,Mateus Leme,MG,12147.044309660414
sem nome,Alta,Alto,Alta,Matupá,MT,3570.397393084639
sem nome,Alta,Alto,Alta,Mauá,SP,34703.216227623576
sem nome,Alta,Alto,Alta,Moeda,MG,12975.153571317356
sem nome,Alta,Alto,Alta,Mutum,MG,78041.28789979355
sem nome,Alta,Alto,Alta,Nerópolis,GO,7300.698409427275
sem nome,Alta,Alto,Alta,Nova Bandeirantes,MT,5577.2801920965285
sem nome,Alta,Alto,Alta,Nova Canaã do Norte,MT,20480.16118845039
sem nome,Alta,Alto,Alta,Nova Monte Verde,MT,15595.67581248935
sem nome,Alta,Alto,Alta,Nova Olímpia,MT,10970.532479200236
sem nome,Alta,Alto,Alta,Ouro Preto,MG,11168.337323889926
sem nome,Alta,Alto,Alta,Paranaíta,MT,26403.060080700343
sem nome,Alta,Alto,Alta,Pará de Minas,MG,21360.156028278358
sem nome,Alta,Alto,Alta,Peixoto de Azevedo,MT,8764.77281050975
sem nome,Alta,Alto,Alta,Petrolina de Goiás,GO,12706.76388587379
sem nome,Alta,Alto,Alta,Piranga,MG,25959.494392629153
sem nome,Alta,Alto,Alta,Ponte Nova,MG,53476.07638088072
sem nome,Alta,Alto,Alta,Pouso Alegre,MG,8584.184926115111
sem nome,Alta,Alto,Alta,Poá,SP,16739.210551512526
sem nome,Alta,Alto,Alta,Presidente Bernardes,MG,25959.494392629153
sem nome,Alta,Alto,Alta,Queluzito,MG,10739.859656181407
sem nome,Alta,Alto,Alta,Ribeirão Pires,SP,9757.763695714531
sem nome,Alta,Alto,Alta,Rio Bananal,ES,15065.016771231049
sem nome,Alta,Alto,Alta,Sabará,MG,29830.395513516953
sem nome,Alta,Alto,Alta,Santa Isabel,SP,16694.569594591314
sem nome,Alta,Alto,Alta,Santa Leopoldina,ES,55324.804401838985
sem nome,Alta,Alto,Alta,Santa Rita do Sapucaí,MG,24637.74690718469
sem nome,Alta,Alto,Alta,Santa Teresa,ES,19277.980375888557
sem nome,Alta,Alto,Alta,Santana,AP,31994.905772005775
sem nome,Alta,Alto,Alta,Santo André,SP,31436.618841886797
sem nome,Alta,Alto,Alta,Sarzedo,MG,10691.101420646004
sem nome,Alta,Alto,Alta,Senador Canedo,GO,12989.990723387738
sem nome,Alta,Alto,Alta,Senhora de Oliveira,MG,25959.494392629153
sem nome,Alta,Alto,Alta,Seritinga,MG,18986.834293127053
sem nome,Alta,Alto,Alta,Serra,ES,4846.7955213149135
sem nome,Alta,Alto,Alta,Suzano,SP,16739.210551512526
sem nome,Alta,Alto,Alta,São Bernardo do Campo,SP,13472.61316577575
sem nome,Alta,Alto,Alta,São Brás do Suaçuí,MG,10739.859656181407
sem nome,Alta,Alto,Alta,São Caetano do Sul,SP,36527.63881559434
sem nome,Alta,Alto,Alta,São João Evangelista,MG,14949.65749845513
sem nome,Alta,Alto,Alta,São Mateus,ES,105735.66902151148
sem nome,Alta,Alto,Alta,São Paulo,SP,93468.51072842853
sem nome,Alta,Alto,Alta,São Roque do Canaã,ES,19277.980375888557
sem nome,Alta,Alto,Alta,Taboão da Serra,SP,16764.920343741127
sem nome,Alta,Alto,Alta,Taparuba,MG,9843.95903815613
sem nome,Alta,Alto,Alta,Ubaporanga,MG,14125.806514777927
sem nome,Alta,Alto,Alta,Viana,ES,71794.76602374853
sem nome,Alta,Alto,Alta,Vila Velha,ES,33102.289765659116
sem nome,Alta,Baixo,Baixa,Chalé,MG,4255.383218929333
sem nome,Alta,Baixo,Média,Aimorés,MG,9684.256663539292
sem nome,Alta,Baixo,Média,Alagoa,MG,7142.677391326569
sem nome,Alta,Baixo,Média,Albertina,MG,16717.750605256155
sem nome,Alta,Baixo,Média,Albertina,SP,16717.750605256155
sem nome,Alta,Baixo,Média,Alegre,ES,45467.27289342652
sem nome,Alta,Baixo,Média,Alfenas,MG,21648.716323801356
sem nome,Alta,Baixo,Média,Alta Floresta,MT,31228.994441178427
sem nome,Alta,Baixo,Média,Alterosa,MG,10249.90624367326
sem nome,Alta,Baixo,Média,Amapá,AP,81188.7261224515
sem nome,Alta,Baixo,Média,Amparo,SP,16044.814869054397
sem nome,Alta,Baixo,Média,Andradas,MG,65539.55463315119
sem nome,Alta,Baixo,Média,Andradas,SP,26003.543446937154
sem nome,Alta,Baixo,Média,Aracruz,ES,22373.923593552376
sem nome,Alta,Baixo,Média,Araporã,GO,28655.881593742102
sem nome,Alta,Baixo,Média,Araporã,MG,28655.881593742102
sem nome,Alta,Baixo,Média,Arapuá,MG,8315.828266483388
sem nome,Alta,Baixo,Média,Araraquara,SP,13079.172440538214
sem nome,Alta,Baixo,Média,Arcos,MG,27844.559057029484
sem nome,Alta,Baixo,Média,Ariranha,SP,13623.9398732741
sem nome,Alta,Baixo,Média,Atibaia,SP,14175.980474523762
sem nome,Alta,Baixo,Média,Augusto de Lima,MG,23563.034402053105
sem nome,Alta,Baixo,Média,Bananal,RJ,8802.387553585479
sem nome,Alta,Baixo,Média,Bananal,SP,28421.5362362504
sem nome,Alta,Baixo,Média,Barbacena,MG,12667.622848679262
sem nome,Alta,Baixo,Média,Barra Longa,MG,5514.277251232041
sem nome,Alta,Baixo,Média,Barra Mansa,RJ,8802.387553585479
sem nome,Alta,Baixo,Média,Barra Mansa,SP,8802.387553585479
sem nome,Alta,Baixo,Média,Barra de São Francisco,ES,22718.04744464025
sem nome,Alta,Baixo,Média,Barueri,SP,19944.135273838554
sem nome,Alta,Baixo,Média,Barão do Monte Alto,MG,47526.51767575585
sem nome,Alta,Baixo,Média,Boa Esperança,MG,20427.08829506244
sem nome,Alta,Baixo,Média,Bom Jesus do Itabapoana,ES,12814.677285650932
sem nome,Alta,Baixo,Média,Bom Jesus do Itabapoana,RJ,12814.677285650932
sem nome,Alta,Baixo,Média,Bom Jesus do Norte,ES,12814.677285650932
sem nome,Alta,Baixo,Média,Bom Jesus do Norte,RJ,12814.677285650932
sem nome,Alta,Baixo,Média,Bom Repouso,MG,13392.039582574533
sem nome,Alta,Baixo,Média,Brazópolis,MG,23038.354735137596
sem nome,Alta,Baixo,Média,Brejetuba,ES,30076.69484599739
sem nome,Alta,Baixo,Média,Buenópolis,MG,10351.03309322709
sem nome,Alta,Baixo,Média,Cachoeira de Minas,MG,42122.29908459403
sem nome,Alta,Baixo,Média,Caiana,MG,23209.1912373485
sem nome,Alta,Baixo,Média,Cajamar,SP,18287.981139129864
sem nome,Alta,Baixo,Média,Caldas,MG,10118.749276682598
sem nome,Alta,Baixo,Média,Campos Gerais,MG,11398.810080128096
sem nome,Alta,Baixo,Média,Capim Branco,MG,3184.381151972182
sem nome,Alta,Baixo,Média,Carangola,MG,19537.495293520784
sem nome,Alta,Baixo,Média,Carauari,AM,24573.683800607367
sem nome,Alta,Baixo,Média,Carmo da Mata,MG,30709.42433585901
sem nome,Alta,Baixo,Média,Carmo do Rio Claro,MG,51182.74014201898
sem nome,Alta,Baixo,Média,Carmópolis de Minas,MG,30709.42433585901
sem nome,Alta,Baixo,Média,Carvalhos,MG,6400.83327718292
sem nome,Alta,Baixo,Média,Casa Grande,MG,6322.96168444286
sem nome,Alta,Baixo,Média,Cataguases,MG,7422.213665447705
sem nome,Alta,Baixo,Média,Chalé,MG,4255.383218929333
sem nome,Alta,Baixo,Média,Chapada dos Guimarães,MT,23441.751114605057
sem nome,Alta,Baixo,Média,Chavantes,SP,10093.977219932185
sem nome,Alta,Baixo,Média,Colatina,ES,62794.50722953829
sem nome,Alta,Baixo,Média,Colíder,MT,7936.199621483174
sem nome,Alta,Baixo,Média,Conceição do Castelo,ES,21071.213076361382
sem nome,Alta,Baixo,Média,Conceição dos Ouros,MG,23038.354735137596
sem nome,Alta,Baixo,Média,Confins,MG,5015.735193579715
sem nome,Alta,Baixo,Média,Cotriguaçu,MT,14752.731834089751
sem nome,Alta,Baixo,Média,Cravinhos,SP,23497.062147273908
sem nome,Alta,Baixo,Média,Cuiabá,MT,25329.69251704116
sem nome,Alta,Baixo,Média,Cunha,SP,13829.586053514638
sem nome,Alta,Baixo,Média,Divino,MG,13576.169225554115
sem nome,Alta,Baixo,Média,Divinópolis,MG,15726.714917878879
sem nome,Alta,Baixo,Média,Dom Cavati,MG,12580.491404231794
sem nome,Alta,Baixo,Média,Dores do Rio Preto,ES,10303.570567959337
sem nome,Alta,Baixo,Média,Ecoporanga,ES,23205.415371794657
sem nome,Alta,Baixo,Média,Ervália,MG,6400.483426435487
sem nome,Alta,Baixo,Média,Espera Feliz,MG,27668.13325627512
sem nome,Alta,Baixo,Média,Eugenópolis,MG,10186.291445936518
sem nome,Alta,Baixo,Média,Fernando Prestes,SP,13623.9398732741
sem nome,Alta,Baixo,Média,Formiga,MG,27844.559057029484
sem nome,Alta,Baixo,Média,Franca,SP,25476.889885322245
sem nome,Alta,Baixo,Média,Francisco Morato,SP,14175.980474523762
sem nome,Alta,Baixo,Média,Franco da Rocha,SP,32463.961613653628
sem nome,Alta,Baixo,Média,Governador Lindenberg,ES,22109.529213908438
sem nome,Alta,Baixo,Média,Governador Valadares,MG,29791.888400939446
sem nome,Alta,Baixo,Média,Guarapari,ES,11118.39927898285
sem nome,Alta,Baixo,Média,Guaçuí,ES,10303.570567959337
sem nome,Alta,Baixo,Média,Guiricema,MG,19477.789548155764
sem nome,Alta,Baixo,Média,Ibitirama,ES,27175.79450234667
sem nome,Alta,Baixo,Média,Ibitiúra de Minas,MG,10916.570046659248
sem nome,Alta,Baixo,Média,Icaraí de Minas,MG,18189.57358507411
sem nome,Alta,Baixo,Média,Ilicínea,MG,20427.08829506244
sem nome,Alta,Baixo,Média,Inconfidentes,MG,13392.039582574533
sem nome,Alta,Baixo,Média,Inhapim,MG,20566.200808028683
sem nome,Alta,Baixo,Média,Itabirito,MG,12233.197346776455
sem nome,Alta,Baixo,Média,Itapemirim,ES,37601.34672800431
sem nome,Alta,Baixo,Média,Itapeva,MG,18053.220316430237
sem nome,Alta,Baixo,Média,Itapeva,SP,4446.006326366579
sem nome,Alta,Baixo,Média,Itapevi,SP,19944.135273838554
sem nome,Alta,Baixo,Média,Itaubal,AP,9830.977655942235
sem nome,Alta,Baixo,Média,Itaú de Minas,MG,5214.644969187267
sem nome,Alta,Baixo,Média,Itumbiara,GO,28655.881593742102
sem nome,Alta,Baixo,Média,Itumbiara,MG,28655.881593742102
sem nome,Alta,Baixo,Média,Jacutinga,MG,61911.40220052258
sem nome,Alta,Baixo,Média,Jandira,SP,19944.135273838554
sem nome,Alta,Baixo,Média,Japaraíba,MG,84976.53019117707
sem nome,Alta,Baixo,Média,Jardinópolis,SP,13718.131127215833
sem nome,Alta,Baixo,Média,Jerônimo Monteiro,ES,24391.67160034524
sem nome,Alta,Baixo,Média,Lagoa Dourada,MG,6322.96168444286
sem nome,Alta,Baixo,Média,Lagoa Formosa,MG,41468.60894323745
sem nome,Alta,Baixo,Média,Lagoa da Prata,MG,38672.630678378446
sem nome,Alta,Baixo,Média,Leopoldina,MG,48306.18015362457
sem nome,Alta,Baixo,Média,Linhares,ES,9384.920458815244
sem nome,Alta,Baixo,Média,Luislândia,MG,29587.751733830766
sem nome,Alta,Baixo,Média,Macapá,AP,3314.5119601197466
sem nome,Alta,Baixo,Média,Machacalis,MG,15043.79409447114
sem nome,Alta,Baixo,Média,Manaus,AM,6902.819140708574
sem nome,Alta,Baixo,Média,Mantenópolis,ES,22718.04744464025
sem nome,Alta,Baixo,Média,Mar de Espanha,MG,15942.349552207079
sem nome,Alta,Baixo,Média,Mariana,MG,5514.277251232041
sem nome,Alta,Baixo,Média,Mateus Leme,MG,3995.9114971873964
sem nome,Alta,Baixo,Média,Matias Barbosa,MG,23416.458703059
sem nome,Alta,Baixo,Média,Matozinhos,MG,8196.790463024678
sem nome,Alta,Baixo,Média,Matutina,MG,8315.828266483388
sem nome,Alta,Baixo,Média,Mazagão,AP,8830.923956163537
sem nome,Alta,Baixo,Média,Miradouro,MG,15116.013226603838
sem nome,Alta,Baixo,Média,Mococa,SP,16319.28203730424
sem nome,Alta,Baixo,Média,Monsenhor Paulo,MG,33198.14401609448
sem nome,Alta,Baixo,Média,Muniz Freire,ES,21071.213076361382
sem nome,Alta,Baixo,Média,Muqui,ES,24391.67160034524
sem nome,Alta,Baixo,Média,Muriaé,MG,25504.520578944655
sem nome,Alta,Baixo,Média,Nobres,MT,9911.89015533683
sem nome,Alta,Baixo,Média,Nossa Senhora do Livramento,MT,34512.87574644565
sem nome,Alta,Baixo,Média,Nova Guarita,MT,21421.082149273258
sem nome,Alta,Baixo,Média,Nova Lima,MG,8857.105900588116
sem nome,Alta,Baixo,Média,Novo Horizonte do Norte,MT,15970.977667682895
sem nome,Alta,Baixo,Média,Novo Mundo,MT,21222.863858394652
sem nome,Alta,Baixo,Média,Oliveira,MG,4331.617939604166
sem nome,Alta,Baixo,Média,Onça de Pitangui,MG,28956.95352446739
sem nome,Alta,Baixo,Média,Orizânia,MG,13576.169225554115
sem nome,Alta,Baixo,Média,Ouro Fino,MG,48504.86364911186
sem nome,Alta,Baixo,Média,Palma,MG,18519.553449368716
sem nome,Alta,Baixo,Média,Paranatinga,MT,17843.818768855424
sem nome,Alta,Baixo,Média,Pará de Minas,MG,28956.95352446739
sem nome,Alta,Baixo,Média,Passos,MG,5214.644969187267
sem nome,Alta,Baixo,Média,Patrocínio do Muriaé,MG,58914.06183211738
sem nome,Alta,Baixo,Média,Pedra Bonita,MG,20518.80462835074
sem nome,Alta,Baixo,Média,Pedro Leopoldo,MG,12861.83088987079
sem nome,Alta,Baixo,Média,Pequeri,MG,11581.612226158259
sem nome,Alta,Baixo,Média,Piranguinho,MG,42661.45994147625
sem nome,Alta,Baixo,Média,Pirapetinga,MG,10466.18950437034
sem nome,Alta,Baixo,Média,Pracuúba,AP,22394.600482107217
sem nome,Alta,Baixo,Média,Presidente Kennedy,ES,15548.76588433196
sem nome,Alta,Baixo,Média,Recreio,MG,31110.849637777865
sem nome,Alta,Baixo,Média,Restinga,SP,25476.889885322245
sem nome,Alta,Baixo,Média,Ribeirão Preto,SP,49496.32760493804
sem nome,Alta,Baixo,Média,Ribeirão das Neves,MG,7846.095696291074
sem nome,Alta,Baixo,Média,Rio Acima,MG,8857.105900588116
sem nome,Alta,Baixo,Média,Rio Bananal,ES,19715.183380878836
sem nome,Alta,Baixo,Média,Rio Novo do Sul,ES,3389.9201757068913
sem nome,Alta,Baixo,Média,Rio Preto,MG,17554.195580133906
sem nome,Alta,Baixo,Média,Rio Preto,RJ,768.3220335520015
sem nome,Alta,Baixo,Média,Santa Cruz do Rio Pardo,SP,10093.977219932185
sem nome,Alta,Baixo,Média,Santa Rita do Sapucaí,MG,6709.012272656991
sem nome,Alta,Baixo,Média,Santana,AP,3314.5119601197466
sem nome,Alta,Baixo,Média,Santana do Deserto,MG,25569.646452885165
sem nome,Alta,Baixo,Média,Santo Antônio do Jardim,MG,26003.543446937154
sem nome,Alta,Baixo,Média,Santo Antônio do Jardim,SP,26003.543446937154
sem nome,Alta,Baixo,Média,Santo Antônio do Monte,MG,143649.9626750322
sem nome,Alta,Baixo,Média,Santos Dumont,MG,11777.535961535663
sem nome,Alta,Baixo,Média,Senador Cortes,MG,14893.746215989575
sem nome,Alta,Baixo,Média,Sericita,MG,20518.80462835074
sem nome,Alta,Baixo,Média,Serra Negra,SP,16044.814869054397
sem nome,Alta,Baixo,Média,Sete Lagoas,MG,3184.381151972182
sem nome,Alta,Baixo,Média,Simão Pereira,MG,9428.424476332097
sem nome,Alta,Baixo,Média,São Domingos das Dores,MG,2688.245475498949
sem nome,Alta,Baixo,Média,São Francisco,MG,11398.178148756655
sem nome,Alta,Baixo,Média,São Francisco do Glória,MG,15116.013226603838
sem nome,Alta,Baixo,Média,São José da Lapa,MG,5015.735193579715
sem nome,Alta,Baixo,Média,São José da Varginha,MG,10742.118210022445
sem nome,Alta,Baixo,Média,São José do Calçado,ES,12814.677285650932
sem nome,Alta,Baixo,Média,São José do Calçado,RJ,12814.677285650932
sem nome,Alta,Baixo,Média,São João del Rei,MG,26721.33477564395
sem nome,Alta,Baixo,Média,São Luiz do Paraitinga,SP,13829.586053514638
sem nome,Alta,Baixo,Média,Tabaporã,MT,10310.149723216671
sem nome,Alta,Baixo,Média,Tarumirim,MG,12580.491404231794
sem nome,Alta,Baixo,Média,Tocos do Moji,MG,13392.039582574533
sem nome,Alta,Baixo,Média,Tupaciguara,GO,16538.91619095714
sem nome,Alta,Baixo,Média,Tupaciguara,MG,16538.91619095714
sem nome,Alta,Baixo,Média,Ubatuba,SP,19827.323138022268
sem nome,Alta,Baixo,Média,Ubaí,MG,18189.57358507411
sem nome,Alta,Baixo,Média,Valença,MG,768.3220335520015
sem nome,Alta,Baixo,Média,Valença,RJ,768.3220335520015
sem nome,Alta,Baixo,Média,Vargem Grande Paulista,SP,19944.135273838554
sem nome,Alta,Baixo,Média,Vila Rica,MT,36128.579664767836
sem nome,Alta,Baixo,Média,Várzea Grande,MT,10358.29140641709
sem nome,Alta,Médio,Alta,Alegre,ES,26257.421611748578
sem nome,Alta,Médio,Alta,Alto Caparaó,MG,21127.824830621597
sem nome,Alta,Médio,Alta,Além Paraíba,MG,13473.486243880589
sem nome,Alta,Médio,Alta,Além Paraíba,RJ,13473.486243880589
sem nome,Alta,Médio,Alta,Andradas,MG,9123.514147064037
sem nome,Alta,Médio,Alta,Aracruz,ES,18096.404183513154
sem nome,Alta,Médio,Alta,Argirita,MG,11794.608877406912
sem nome,Alta,Médio,Alta,Barbacena,MG,23088.265607656595
sem nome,Alta,Médio,Alta,Barroso,MG,23088.265607656595
sem nome,Alta,Médio,Alta,Belo Horizonte,MG,34218.79465176735
sem nome,Alta,Médio,Alta,Britânia,GO,16515.932717106527
sem nome,Alta,Médio,Alta,Cachoeiro de Itapemirim,ES,34379.14024933199
sem nome,Alta,Médio,Alta,Cacoal,RO,19569.612556980588
sem nome,Alta,Médio,Alta,Cambuí,MG,12161.687573439422
sem nome,Alta,Médio,Alta,Caparaó,MG,35601.049581603176
sem nome,Alta,Médio,Alta,Carangola,MG,19126.911489137776
sem nome,Alta,Médio,Alta,Carmo do Rio Claro,MG,10092.611840947267
sem nome,Alta,Médio,Alta,Castelo,ES,32416.916275843607
sem nome,Alta,Médio,Alta,Chalé,MG,11340.36636622974
sem nome,Alta,Médio,Alta,Chiador,MG,9122.037497094687
sem nome,Alta,Médio,Alta,Chácara,MG,14184.490976742922
sem nome,Alta,Médio,Alta,Colatina,ES,15279.386303523203
sem nome,Alta,Médio,Alta,Conceição de Ipanema,MG,11340.36636622974
sem nome,Alta,Médio,Alta,Contagem,MG,44247.06666547549
sem nome,Alta,Médio,Alta,Corumbá,MS,72407.87391781484
sem nome,Alta,Médio,Alta,Cristina,MG,16802.18878919182
sem nome,Alta,Médio,Alta,Cruzeiro do Sul,AC,11282.555351396139
sem nome,Alta,Médio,Alta,Cruzeiro do Sul,AM,11282.555351396139
sem nome,Alta,Médio,Alta,Cássia,MG,7153.514916480907
sem nome,Alta,Médio,Alta,Descoberto,MG,15960.764089894472
sem nome,Alta,Médio,Alta,Domingos Martins,ES,14172.023819451566
sem nome,Alta,Médio,Alta,Durandé,MG,34474.61119769121
sem nome,Alta,Médio,Alta,Ecoporanga,ES,45991.17617755764
sem nome,Alta,Médio,Alta,Esmeraldas,MG,13420.410931194932
sem nome,Alta,Médio,Alta,Espera Feliz,MG,14473.224750981577
sem nome,Alta,Médio,Alta,Fundão,ES,17671.064405073794
sem nome,Alta,Médio,Alta,Governador Lindenberg,ES,24055.131114596545
sem nome,Alta,Médio,Alta,Governador Valadares,MG,6717.898666097384
sem nome,Alta,Médio,Alta,Guajará,AC,11282.555351396139
sem nome,Alta,Médio,Alta,Guajará,AM,11282.555351396139
sem nome,Alta,Médio,Alta,Ibiraçu,ES,35767.46858858695
sem nome,Alta,Médio,Alta,Ilicínea,MG,10092.611840947267
sem nome,Alta,Médio,Alta,Itabirinha,MG,26069.289482340126
sem nome,Alta,Médio,Alta,Itabirito,MG,23860.84904233213
sem nome,Alta,Médio,Alta,Itajubá,MG,22718.77968301265
sem nome,Alta,Médio,Alta,Itaúba,MT,8853.524070457108
sem nome,Alta,Médio,Alta,João Neiva,ES,15279.386303523203
sem nome,Alta,Médio,Alta,Juiz de Fora,MG,25467.91855443801
sem nome,Alta,Médio,Alta,Lagamar,MG,8948.104518161186
sem nome,Alta,Médio,Alta,Leopoldina,MG,11794.608877406912
sem nome,Alta,Médio,Alta,Linhares,ES,15279.386303523203
sem nome,Alta,Médio,Alta,Manacapuru,AM,12440.588307698836
sem nome,Alta,Médio,Alta,Manaus,AM,4060.48963141541
sem nome,Alta,Médio,Alta,Maria da Fé,MG,16802.18878919182
sem nome,Alta,Médio,Alta,Mariana,MG,7194.334996365242
sem nome,Alta,Médio,Alta,Martins Soares,MG,34474.61119769121
sem nome,Alta,Médio,Alta,Mendes Pimentel,MG,26069.289482340126
sem nome,Alta,Médio,Alta,Mimoso do Sul,ES,11204.481861260554
sem nome,Alta,Médio,Alta,Mineiros,GO,8193.515800479441
sem nome,Alta,Médio,Alta,Miraí,MG,9432.021919193514
sem nome,Alta,Médio,Alta,Nordestina,BA,6289.040748271207
sem nome,Alta,Médio,Alta,Ouro Preto,MG,23860.84904233213
sem nome,Alta,Médio,Alta,Palma,MG,10518.49028498741
sem nome,Alta,Médio,Alta,Pedro Leopoldo,MG,26914.138261789732
sem nome,Alta,Médio,Alta,Piranguçu,MG,22718.77968301265
sem nome,Alta,Médio,Alta,Queimadas,BA,6289.040748271207
sem nome,Alta,Médio,Alta,Recreio,MG,13904.852853063265
sem nome,Alta,Médio,Alta,Resplendor,MG,18691.324350017556
